--JzqHAkaNejih4O2O9jjw,0,0,0
-0MGEWw692xeqwmdvsnFZw,0,0,0
-4KOyf1dn0deWIbvXm_LBA,0,0,0
-6rEfobYjMxpUWLNxszaxQ,0,0,2
-7OwRqGRrXbSEY2JBNkZIg,0,0,0
-7hRx1ypJfHxwssUrq99gQ,0,0,0
-DCSpG7OP7ATeQ6VrPGARw,0,0,2
-Gdjho_gZhgTXkYmSPy0qw,5,6,9
-J9FWRI3Wj2U9eUULJPNFQ,0,1,2
-JDWIEPQDbNwWJWLseUmgA,0,0,1
-OUKIatcSXuF-40IHcarwA,0,0,0
-Ots3oKQXuQWgzT6o5kNwg,0,1,1
-V4cUmLyjk6Cv3hS0jw3hw,0,0,0
-Xfg9zGbrqzv0CNVyJEjEA,0,0,0
-Yg14AIbCHsuohf6zqVvQw,0,0,1
-aNS-dqP6rPdKpG2swtwFQ,0,0,0
-aac2zISNpOBTWHQqZIJIw,0,0,0
-iksMVTePFFOSSautGMzCw,0,0,0
-kep1OMASW13zZxbrRmXag,0,0,0
-lOEWM9zb-TzsvT4J1tdkQ,0,0,0
-la6YVHqiwf2fR8o617mBQ,0,0,1
-mp38SstX6iZYtpic4vJUQ,0,1,1
-u91UNssob3wy6rTu7CYxg,0,0,3
-xPKyCJiK9q1OFZ7GCZwBw,0,0,0
-xisRcx9_26BYuJ_WQQweQ,0,1,1
05ehdct-bF7YLTZTZvB5rA,0,0,0
072tu2_MFWmw-jb1O6DQYg,0,0,0
0ALbkSzC0z7HxRjhmpElhw,0,0,1
0AXnIyQxkO8_NkOsGEDIQw,0,0,0
0HwN0YYwOtYwERj-eVnq0w,0,1,0
0LzlRSXLhEsVSWFEvW_5yg,0,3,3
0P58MD0FRVI6pTVKUpd7YA,1,1,10
0PC8m2bwvpYUprT5iAO1zw,1,0,1
0UT9d_KZDZj8WqeWVQjPTA,0,0,0
0fHA8u20wh1z1u0ANsiBLA,0,0,1
0r9yLQkxwcdutak6uKiCaQ,0,0,0
0tMV6HPZMYmEeJJPFwZe8Q,0,0,0
0uM8pwyBMrAtxKJ9Ufvv_Q,0,0,1
0xIQG-NrqMx5id6yJpQp8Q,0,0,8
10dhZs996tBtJq2nd_mcRg,0,1,4
11Ydte1VfE85UHK24d4QRQ,0,0,0
18I1gZMUK0CyLXPDINdw8w,0,0,0
1H6JRbIch54UDXwBDzNbUQ,0,0,3
1Hx--oyAcojSfqQYERNkig,0,1,1
1Nn58APYG7Qz1tRiqdGCng,0,0,0
1NqTU6vbr6xdI1hDUlJ_dA,0,0,0
1PxFWRL7OL5uteROuWEHhA,0,0,0
1RzsEPbswFo-8fhI5h76AQ,0,0,0
1Spi4UfPNf-_gVO-jk7zYA,0,0,2
1VMTfE5MlQyDIRGWDSNsvA,0,0,1
1Vr1Sq8FGnP-8HuD79IhbQ,0,0,0
1WqpSJymTR_FuVXOo8kxzw,0,0,0
1YPFrlSsnab1jTtRdQEWjw,8,3,6
1ZO_MHI5CJ-LEH_jU4Qy2Q,0,0,0
1_jp_aTjqF4NaumpMRpyCw,0,0,0
1a62xckjW2f4F_ol92QDug,0,0,0
1dUH7QW07S4DI_okrHhG1Q,0,0,0
1f-m_nZYyNZCvVQDuW6rnA,0,0,0
1giup8Tfm44sYcFoN3PmwQ,1,1,1
1rW7HOKiSxiA72XaIhC01w,0,0,0
1s_Ey130VOTKjMefrdMQCg,0,0,0
1yesvpTW_EGykpHK0W8ayA,0,0,0
1yx0gSI8CipOtjnK7ME-lA,0,0,0
1zJL9PogiFyd_NhGcbgs7Q,1,0,1
1zX6tmYdu9QZHTm4fVwp0w,0,0,0
20iD_hcPAC6XM5O62oQQIw,0,0,0
22OgTmm9O84x7v1js4anuw,0,0,0
24CK2LX45M8c9Ps1gTVYOA,0,0,0
2Cz9UMROckLwWHRt0IJMTQ,0,0,0
2HPa-nvh3iOmewcS004teg,0,0,0
2IgUSmuW0oZVxwwCZmM2wA,0,0,0
2MRE7On5kQ2sKxWfYKOi8w,0,0,0
2N9MxvKx1JMpQIVT1OU7XQ,0,0,0
2Ndy3FQAndOopqTa9sBPlQ,1,1,1
2REGpU7W6gK-8RvOBc45uA,0,0,0
2Tn2rU-BDlwSaZRkjKoL8Q,4,1,1
2UC3rwRm6swuNFt_GhKOhw,3,1,4
2Udz1PWpv9TwW6C8AblOtQ,1,1,1
2VqU7uoDeiE8OUL14Ce5Ig,1,0,0
2YHVTrs6EY7Me9NwxiQVpQ,5,3,4
2_ZX4VQU32gF9Dhi0PhQFw,0,0,0
2bzCTo2ML7a7Tnn7koDCMQ,0,0,0
2cvC1yfkqbOKUgoQTxfzfg,0,0,3
2d5HeDvZTDUNVog_WuUpSg,1,0,2
2i2jCFZ5v-ZHfg815mfN6g,0,0,0
2jkE2AhFum7t3jHSngMZtg,0,0,0
2l_VuWR75EUOxTarAwIK9w,0,0,0
2mxbdNzBsShhHdKRApE7Hw,0,0,0
2qp-XuRq7w73yL4uyGg6-Q,0,0,1
2rNIROR-RWO2z78_RAFyAQ,0,0,0
2rSeth60_CuWN3ZJ4k41lg,0,0,2
2xvl9RdZd68R-M-UCXovfQ,0,0,0
2zR3e92L3F_yAykNJB7Mfw,0,0,0
305gMnpbklXYqzLEf1FTag,0,0,0
33lGHHGU5t6Fah8G-dU0zg,0,0,0
345nDw0oC-jOcglqxmzweQ,0,1,2
39yFvH-wmcX5Kq0-9cIDfA,0,0,0
3BGWwL-E-kLIqt7OtojcVg,1,1,2
3CxWftKJAqpsYRW0FqIWeg,0,1,1
3GcsBl_Da3-H9Ez2kiJLkA,0,0,1
3GyMTaxBiquKldHr_qlcOw,1,0,0
3RuHEdWk2AZoh1DNiTTlkg,2,3,4
3VO02M2DWk5isqammErtWg,0,0,1
3_MuuYvWx7h5GgfCtfrZiA,0,0,0
3d0Vw3hPiUEWMwrlnC-IOQ,0,1,5
3eystYBQINAG1tlRBk215A,0,0,0
3gQeZj9dlVNlRVI-pcUc4Q,0,1,1
3h4VbpuqlZeVCSuqq9bdeQ,0,0,0
3klCtdbZ6NqaaqXXbcmBRg,0,0,0
3q9p6IZTuIt59z7MxzjVVg,0,0,0
4-3IU5uUH90m21TWbZhhnA,0,1,0
40BB-4A9in2v5XQVBlNbaw,2,0,4
41oeFT2tphAbxrdHJUrq1A,0,0,0
4B3hc20yaGaSvWYmJInMiQ,0,0,0
4B4A94goRjDSr38ttvPKWw,0,0,0
4BWGVJEqqOnihPxnZbuEzQ,0,1,2
4BoTPTlzmpSHQMPxLEJ2gQ,0,0,0
4DrkZqFqLcyRcLWuQUXFeQ,1,0,1
4DzMnm_agZ3K2IQGlZ6L6Q,0,0,0
4Lf41ezhezU7OpbNTNEP-Q,0,0,0
4UAa_ZVJ-1qlgLYLam6tQw,0,0,1
4ZM3og6FJKBgpO2nGXNLbg,0,0,0
4cW3iQW6JD1C8VxYP0eyXg,3,2,9
4d6gHTch3Mytp02o-tzV9Q,1,2,2
4g2cLpxNR6r7H-kh6iozlQ,0,0,0
4q3czSXkHBPkW21RdzpJ2A,2,0,3
4skydOdb4Fy7_LY1t6p8sw,0,0,0
4tzuxIVry4xkOR9vbpgjrw,0,0,0
4yxGoEXjYqlk5ifkyG7zcw,0,0,1
57kmdBfFM28OQtJInGciPA,0,0,0
57tPrvg7i2R3QjsxTiY-Xg,0,0,3
5Owl5siqnImojW2u6Fivig,0,2,2
5QsbdmcDSLTLtfRC-Q9f1A,0,0,0
5TgsyucUcHqpmmgRJ51RQQ,0,0,0
5UCdxI_krbnv7_7Q3Ur_eQ,0,0,0
5ZC_Tq2pT7fvCY3Ft2NIBQ,0,0,0
5_GNc6DHiOOSH47ZjmOG_Q,0,1,1
5e90VuDs5VFSt99T3PSzBA,0,0,1
5eR_TeDFbOmv28MoRwH-lw,0,0,0
5gi8yR20fvnim2dg3n-MpQ,0,0,0
5iYis_-EF5RDfjo9yPsoFw,1,1,1
5jA4_6RDDSVaPOkp8brlJg,0,0,0
5jK8MY6CM51HGeVmkz-nwg,0,0,0
5k8IegP5o4dIO_znpALK0g,0,0,0
5kVILHxR7jRljKOfWyFO5w,0,0,2
5lq4LkrviYgQ4LJNsBYHcA,3,3,3
5nIkRQ6Ip_SMCg7zDfBbww,0,0,0
5noqL9IulqZx326u6eg4Rw,0,0,0
5oh0lwYkRPhV3mGjyZQWJw,0,0,0
5otX11v4iOPPpHw1Rj4q0A,0,0,0
5pDzzV3UF2UIEQIX4zyAbA,0,0,0
5reyAZvTrjr_QV8Qq-ScGw,0,0,0
5s0YP_ZMshAYPb0VdSfukw,1,1,1
5vVOuKUHS1VaM-fsdS-gKw,0,0,0
63Pop3d15pTuHZ7qoex46w,0,0,1
6ByCS4D3fPeMx_EmewTjGQ,0,0,0
6IUThQwDSUq2wx6KAu9PDw,0,0,0
6MQjQ3jfCUUxItIvKadJsw,0,0,0
6Mflt7fworNLu031TDrDSA,0,2,4
6QhWTugzBJ3cdv2N4WZcSA,0,0,5
6SHsdSKgS_AG5QLldJkOkA,0,0,0
6VEID9yjoYWFZkUcP_GNBg,1,1,2
6aJCPbQc8n2tEXUBqqL1AQ,0,0,1
